design_name,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,AND1,AND2,AND3,AND4,AND5,AND6,AND7,AND8,AND9,AND10,AND11,AND12,AND13,AND14,AND15,AND16,AND17,AND18,AND19,AND20,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20
bc0,rewrite,balance,refactor -z,resub,rewrite -l,refactor,refactor -z,resub,refactor,rewrite -l,refactor,rewrite -z,rewrite,rewrite -z,refactor -z,rewrite -z,resub,resub -z,rewrite -z,rewrite,1211,1192,1067,988,953,933,919,886,867,851,849,840,836,836,835,831,827,827,825,825,25,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
bc0,refactor,rewrite,resub,refactor,resub -z,refactor -z,resub,rewrite -l,balance,resub,refactor,resub -z,rewrite,rewrite -l,refactor,rewrite,balance,rewrite -z,rewrite -l,resub,1157,1018,947,917,904,894,883,868,867,859,859,859,857,857,857,857,856,850,846,838,25,23,23,23,23,23,23,23,21,21,21,21,21,21,21,21,21,21,21,21
bc0,refactor -z,resub,refactor,resub,rewrite -l,rewrite -z,resub -z,resub,resub -z,balance,rewrite -z,refactor -z,refactor,resub,balance,resub,rewrite -z,rewrite -l,resub,resub -z,1148,1008,968,954,913,904,898,898,898,893,882,868,863,844,841,834,829,827,823,821,23,22,22,22,22,21,21,21,21,18,18,18,18,18,18,18,18,18,18,18
bc0,rewrite -z,resub -z,rewrite,rewrite -l,resub -z,resub,refactor,resub -z,refactor,rewrite -z,rewrite,rewrite -z,rewrite -l,refactor,rewrite,balance,refactor,resub -z,rewrite,rewrite -l,1238,1120,1104,1101,1099,1099,1028,1011,990,966,957,957,946,937,937,929,912,880,869,869,29,28,28,28,28,28,28,28,28,26,26,24,24,24,24,20,20,20,20,20
bc0,refactor -z,rewrite -l,balance,refactor -z,balance,rewrite -l,rewrite,refactor,rewrite -l,refactor -z,resub -z,balance,refactor -z,resub -z,rewrite,refactor -z,resub,refactor,balance,rewrite -l,1148,1008,997,974,967,949,949,946,940,938,903,902,891,883,878,868,857,851,845,835,23,21,20,20,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18
bc0,rewrite,rewrite -z,resub,rewrite,rewrite -l,rewrite,resub,refactor,balance,refactor -z,resub,resub -z,resub,refactor,resub -z,refactor,resub,rewrite,refactor,balance,1211,1168,1088,1074,1074,1074,1069,1001,977,933,892,891,891,889,888,888,888,878,878,875,25,25,25,25,25,25,25,25,20,20,20,20,20,20,20,20,20,20,20,20
bc0,refactor -z,balance,rewrite,resub -z,refactor,resub,refactor,balance,rewrite -z,rewrite,resub,resub -z,rewrite,rewrite -l,balance,rewrite -z,rewrite -l,refactor,refactor -z,resub -z,1148,1078,999,941,923,921,921,916,903,900,889,889,888,888,887,884,884,881,875,871,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,refactor -z,rewrite -z,rewrite,resub,rewrite -l,balance,rewrite,balance,rewrite -l,resub -z,refactor,rewrite -z,balance,rewrite -z,resub -z,refactor,resub,refactor -z,rewrite -l,refactor,1148,1014,986,931,923,919,906,904,904,896,871,860,858,853,840,838,838,832,825,824,23,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19
bc0,rewrite -z,balance,resub -z,rewrite,refactor,balance,rewrite -z,resub -z,refactor -z,refactor,rewrite,refactor,resub -z,rewrite,refactor,balance,resub,rewrite -z,refactor,balance,1238,1205,1104,1078,1006,991,969,946,929,922,909,907,901,901,900,900,898,894,893,892,29,22,21,21,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,18
bc0,rewrite,refactor -z,rewrite -z,resub,rewrite,refactor -z,rewrite -z,refactor -z,rewrite -z,resub,rewrite,rewrite -z,rewrite,refactor,refactor -z,resub,rewrite -l,rewrite -z,resub -z,rewrite,1211,1049,958,906,904,891,874,857,843,829,822,820,820,818,818,805,803,803,798,797,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
bc0,balance,resub -z,rewrite -l,refactor -z,resub -z,resub,rewrite,resub -z,rewrite -z,rewrite,resub,rewrite -z,rewrite,rewrite -z,resub -z,balance,rewrite -z,balance,refactor,resub,1421,1193,1129,1014,949,948,925,922,912,905,894,891,889,889,883,880,878,878,865,856,28,28,25,21,21,21,21,21,21,21,21,21,21,21,21,19,19,19,19,19
bc0,rewrite -l,refactor,resub,resub -z,rewrite,rewrite -z,rewrite -l,resub,resub -z,refactor -z,rewrite -l,rewrite,resub,refactor -z,balance,resub -z,rewrite,resub,resub -z,balance,1211,1067,960,956,934,920,906,890,889,875,857,857,855,855,853,847,843,843,843,843,25,24,24,24,23,23,24,24,24,22,22,22,22,21,20,20,20,20,20,20
bc0,resub -z,resub,rewrite,balance,rewrite -l,resub,rewrite -l,resub,rewrite,refactor -z,resub,rewrite -z,refactor -z,resub -z,rewrite,rewrite -z,refactor -z,resub -z,resub,resub -z,1267,1237,1116,1105,1093,1076,1072,1071,1071,978,924,898,880,865,855,850,849,845,845,845,30,30,25,24,24,24,24,24,24,22,22,22,21,21,21,21,21,21,21,21
bc0,refactor -z,rewrite,rewrite -l,resub -z,resub,refactor -z,rewrite -l,resub -z,resub,rewrite -l,resub -z,resub,resub -z,resub,rewrite -l,refactor -z,rewrite -l,refactor -z,balance,rewrite -l,1148,1008,999,937,937,920,905,897,897,896,896,896,896,896,896,888,881,879,877,870,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20
bc0,rewrite -z,resub -z,refactor,balance,refactor -z,balance,rewrite,refactor -z,resub,refactor -z,balance,resub,refactor,resub,refactor -z,resub,refactor -z,rewrite,resub,resub -z,1238,1120,1039,1011,970,950,917,911,877,877,873,869,869,869,869,866,866,865,865,865,29,28,28,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,refactor -z,rewrite -z,refactor -z,rewrite -z,resub -z,rewrite,rewrite -l,resub -z,refactor,rewrite -z,balance,resub,resub -z,rewrite,refactor,balance,resub -z,resub,resub -z,rewrite -z,1148,1014,985,945,913,901,900,899,889,885,882,867,867,865,861,861,859,859,859,853,23,22,21,21,21,21,21,21,21,21,19,19,19,19,19,19,19,19,19,19
bc0,rewrite -z,rewrite,balance,rewrite -l,rewrite -z,rewrite -l,refactor,resub -z,rewrite -l,resub,rewrite -l,refactor,refactor -z,resub -z,balance,rewrite,refactor -z,resub -z,rewrite -l,rewrite,1238,1192,1176,1150,1131,1109,1042,985,969,961,959,948,925,908,902,892,880,872,866,866,29,29,22,22,22,22,22,22,22,22,22,22,21,21,19,19,19,19,19,19
bc0,balance,rewrite,rewrite -l,rewrite,refactor -z,rewrite,refactor,resub,rewrite -l,resub,rewrite -z,rewrite -l,rewrite,refactor -z,rewrite -z,refactor,rewrite -z,rewrite -l,refactor,resub -z,1421,1215,1194,1194,1050,980,974,915,903,900,891,887,887,870,863,862,854,853,853,844,28,24,24,24,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,resub,balance,rewrite,rewrite -l,rewrite,refactor -z,resub,refactor,rewrite -l,balance,rewrite -l,resub,rewrite,balance,rewrite,balance,resub,balance,rewrite,rewrite -z,1267,1194,1116,1113,1113,1019,963,935,905,903,893,877,875,875,875,875,874,874,873,866,30,28,24,24,24,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20
bc0,refactor,resub -z,resub,balance,rewrite -z,refactor -z,rewrite,rewrite -l,rewrite,balance,rewrite -l,refactor,rewrite,rewrite -z,rewrite -l,rewrite,balance,rewrite,resub -z,rewrite,1157,1035,1027,986,946,925,892,888,888,882,880,875,870,868,861,858,856,856,847,847,25,25,25,23,23,23,22,22,22,21,21,21,21,21,21,21,19,19,19,19
bc0,resub -z,refactor,rewrite,resub -z,rewrite,resub -z,balance,rewrite -z,refactor -z,refactor,balance,resub -z,rewrite,rewrite -z,rewrite,rewrite -l,balance,resub,refactor,rewrite -l,1267,1122,1021,983,982,978,975,962,934,923,915,890,883,882,879,877,876,874,867,861,30,26,26,26,26,25,24,24,24,24,21,21,21,21,21,21,20,20,20,20
bc0,resub -z,rewrite -z,rewrite -l,rewrite,balance,resub -z,refactor,balance,resub -z,balance,rewrite -l,balance,rewrite -l,rewrite,resub -z,resub,resub -z,refactor -z,refactor,rewrite,1267,1127,1103,1102,1092,1041,992,986,954,954,951,951,950,950,948,948,948,932,928,913,30,27,27,27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,rewrite -z,rewrite -l,refactor -z,rewrite -l,rewrite,rewrite -l,refactor -z,resub,rewrite -z,resub,balance,resub -z,rewrite -z,rewrite,rewrite -z,rewrite -l,refactor,rewrite -l,rewrite,balance,1238,1192,1052,1001,987,987,981,926,914,902,894,890,886,884,881,881,873,871,871,871,29,29,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,20,20
bc0,resub -z,balance,rewrite -z,refactor,rewrite -z,rewrite,rewrite -z,resub,refactor,balance,rewrite,balance,resub,rewrite -z,refactor,resub,rewrite,refactor,resub,refactor -z,1267,1194,1114,1041,991,988,979,950,937,926,912,912,906,904,904,895,895,895,895,894,30,28,25,25,23,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19
bc0,refactor -z,rewrite,balance,resub,rewrite,rewrite -l,resub,refactor,rewrite,resub,rewrite -z,rewrite -l,rewrite -z,resub -z,balance,resub,rewrite,refactor,rewrite -z,resub,1148,1008,997,935,924,922,921,905,900,895,886,883,880,874,874,870,869,868,865,862,23,21,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18
bc0,resub,resub -z,rewrite -l,refactor,rewrite -z,balance,resub -z,rewrite,refactor,resub,rewrite -z,resub -z,resub,refactor -z,rewrite,refactor -z,resub,rewrite -l,refactor -z,rewrite -z,1267,1237,1116,1038,971,959,911,905,896,894,890,886,886,883,865,862,853,850,850,844,30,30,25,25,25,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,refactor,balance,refactor -z,resub -z,rewrite,balance,rewrite -z,refactor -z,resub,resub -z,rewrite -l,refactor,rewrite -z,refactor -z,balance,rewrite -z,refactor -z,resub,rewrite -l,resub -z,1157,1080,1029,943,910,908,901,877,844,844,833,830,823,820,817,808,808,805,803,803,25,23,22,22,22,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20
bc0,balance,resub -z,balance,refactor,balance,refactor,rewrite -z,rewrite -l,balance,refactor -z,balance,resub,rewrite,refactor,rewrite,rewrite -l,rewrite -z,refactor -z,balance,refactor -z,1421,1193,1187,1047,1025,999,945,931,928,919,915,891,886,876,871,871,867,862,858,858,28,28,28,24,21,21,21,21,18,18,18,18,18,18,18,18,18,18,18,18
bc0,refactor -z,rewrite -l,resub,rewrite -l,resub -z,refactor -z,balance,rewrite -z,refactor,rewrite,rewrite -l,resub,refactor,resub -z,rewrite -z,rewrite,resub -z,balance,resub,rewrite -z,1148,1008,942,932,930,909,898,889,883,877,876,857,851,846,840,838,834,834,830,830,23,21,21,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,balance,resub,rewrite -z,refactor -z,resub,rewrite,rewrite -l,resub,balance,resub,resub -z,rewrite -l,resub -z,refactor,rewrite,balance,refactor -z,balance,rewrite -z,resub,1421,1193,1131,1019,942,923,922,918,918,916,916,910,908,891,884,884,881,878,870,862,28,28,24,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20
bc0,rewrite -z,rewrite -l,resub -z,balance,resub -z,balance,rewrite -z,rewrite -l,refactor -z,rewrite -z,resub -z,rewrite -l,balance,rewrite,rewrite -z,refactor,rewrite,refactor -z,rewrite,resub,1238,1192,1116,1099,1073,1073,1055,1038,974,929,900,894,894,889,880,871,864,852,845,840,29,29,29,21,21,21,21,21,21,21,21,21,19,19,19,19,19,19,19,19
bc0,rewrite -z,resub -z,balance,rewrite,refactor,resub -z,balance,refactor,balance,refactor -z,rewrite -l,balance,resub -z,rewrite,rewrite -l,rewrite -z,rewrite -l,balance,resub -z,balance,1238,1120,1107,1081,1002,961,953,946,942,933,912,910,898,894,891,889,884,882,876,876,29,28,21,21,21,21,21,20,20,20,20,20,19,19,19,19,19,18,18,18
bc0,balance,resub -z,rewrite -l,balance,resub -z,rewrite -z,balance,resub,refactor,resub -z,refactor -z,rewrite -l,refactor -z,rewrite,rewrite -l,rewrite,balance,rewrite,resub,refactor -z,1421,1193,1129,1125,1095,1081,1074,1050,997,976,956,931,921,913,911,910,909,909,891,884,28,28,25,24,24,23,21,21,21,21,21,21,21,21,21,21,20,20,20,20
bc0,balance,refactor,balance,resub -z,resub,balance,rewrite -l,resub -z,resub,refactor,rewrite -z,refactor,refactor -z,rewrite,rewrite -z,rewrite -l,resub,rewrite,balance,resub,1421,1112,1081,971,968,966,948,944,944,938,926,923,919,900,893,884,874,873,871,868,28,24,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,18,18
bc0,resub,rewrite,rewrite -z,rewrite -l,resub,refactor -z,refactor,resub,resub -z,refactor -z,rewrite -l,resub -z,resub,rewrite,refactor,resub -z,rewrite -z,rewrite,rewrite -l,refactor -z,1267,1135,1114,1102,1072,1009,985,935,933,921,885,877,877,876,875,875,873,870,870,869,30,26,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,23
bc0,refactor,rewrite -z,rewrite -l,balance,refactor -z,refactor,resub,balance,refactor -z,balance,resub -z,balance,resub -z,resub,balance,resub -z,rewrite -l,rewrite -z,rewrite,resub,1157,1028,991,982,949,936,899,894,892,890,876,876,875,875,875,875,869,865,862,858,25,24,24,21,21,21,21,20,20,19,19,19,19,19,19,19,19,19,19,19
bc0,refactor -z,rewrite -l,balance,rewrite -z,resub -z,refactor -z,rewrite -z,balance,refactor -z,rewrite -z,resub,balance,resub,refactor -z,refactor,rewrite,refactor -z,refactor,balance,resub,1148,1008,997,978,928,920,900,897,875,860,845,842,835,823,823,814,813,812,811,809,23,21,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19
bc0,refactor -z,resub -z,refactor -z,resub,balance,rewrite -z,resub -z,rewrite,balance,refactor -z,balance,resub -z,refactor,balance,rewrite -l,refactor,refactor -z,rewrite -z,balance,rewrite -z,1148,1008,964,940,904,884,876,872,870,867,861,859,858,858,857,857,856,853,853,852,23,22,22,22,21,21,21,21,21,21,20,20,20,20,20,20,20,20,19,19
bc0,refactor -z,rewrite,resub -z,rewrite,refactor -z,rewrite -l,refactor,rewrite -l,refactor,resub,refactor -z,rewrite,refactor -z,refactor,resub,resub -z,rewrite,refactor,balance,rewrite -z,1148,1008,942,933,910,896,892,888,887,876,875,874,871,871,865,864,862,858,855,848,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20
bc0,refactor -z,resub,resub -z,rewrite -z,refactor -z,rewrite -l,resub,resub -z,rewrite -l,refactor -z,balance,resub,rewrite -z,refactor -z,rewrite,refactor,refactor -z,rewrite -l,refactor,resub,1148,1008,1004,943,922,901,893,893,888,881,874,865,859,857,849,846,846,845,843,840,23,22,22,22,22,22,22,22,22,21,20,20,20,20,20,20,20,20,20,20
bc0,balance,refactor,balance,refactor -z,balance,rewrite -l,refactor -z,rewrite -z,refactor -z,rewrite -l,balance,refactor -z,resub,resub -z,rewrite -l,refactor,resub -z,rewrite -z,resub -z,refactor -z,1421,1112,1081,1054,1044,965,957,934,923,912,911,903,871,866,862,860,858,854,851,848,28,24,21,21,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19
bc0,resub -z,rewrite -z,rewrite -l,refactor,rewrite,balance,refactor,resub -z,rewrite -l,refactor,resub,resub -z,balance,resub -z,refactor,rewrite -l,refactor,rewrite -z,balance,refactor -z,1267,1127,1103,1040,1005,995,975,928,922,917,911,911,910,908,906,905,903,899,899,897,30,27,27,27,27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,rewrite,refactor -z,resub -z,rewrite -z,resub,resub -z,rewrite -z,rewrite,rewrite -l,refactor,resub -z,rewrite -l,refactor -z,rewrite,rewrite -z,balance,refactor -z,balance,resub,refactor,1211,1049,942,906,890,888,885,882,881,875,868,864,859,847,842,840,837,837,824,820,25,21,21,21,21,21,21,21,22,22,22,22,21,21,21,19,19,19,19,19
bc0,rewrite -l,resub -z,rewrite,resub -z,resub,refactor -z,rewrite -z,rewrite -l,refactor,balance,refactor,refactor -z,resub -z,resub,resub -z,rewrite -z,rewrite,resub,rewrite -z,resub,1211,1108,1091,1082,1081,977,919,908,887,881,878,877,863,862,862,853,847,841,839,838,25,25,25,25,25,22,22,22,22,19,19,19,19,19,19,19,19,19,19,19
bc0,resub -z,rewrite,resub,rewrite,rewrite -l,refactor -z,resub -z,refactor -z,resub -z,refactor,rewrite -l,rewrite,resub -z,resub,balance,rewrite -l,refactor -z,resub,rewrite,refactor -z,1267,1135,1114,1107,1106,1019,964,928,916,909,886,885,880,878,875,870,868,859,856,856,30,26,26,26,26,24,23,23,23,23,23,23,23,23,20,20,20,20,20,20
bc0,resub -z,rewrite,refactor,rewrite -z,rewrite -l,rewrite,balance,rewrite -l,refactor,resub -z,balance,refactor,resub -z,rewrite -z,balance,rewrite,balance,rewrite,resub,resub -z,1267,1135,1055,1002,995,995,987,981,958,927,924,922,914,908,906,901,901,901,896,896,30,26,26,25,25,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21
bc0,rewrite -z,refactor -z,rewrite -l,refactor -z,rewrite,rewrite -z,resub,refactor -z,resub -z,rewrite -z,balance,refactor -z,resub,refactor,rewrite -l,resub,rewrite,refactor,rewrite -l,refactor -z,1238,1070,1013,1003,982,962,923,909,900,896,890,888,872,870,862,858,858,858,858,857,29,23,23,23,23,23,23,23,22,22,18,18,18,18,18,18,18,18,18,18
bc0,rewrite -l,rewrite,resub,rewrite,refactor -z,rewrite,resub -z,rewrite -z,refactor -z,rewrite,resub,rewrite,balance,rewrite -l,refactor,resub -z,resub,refactor,balance,resub -z,1211,1189,1102,1095,989,937,912,903,883,874,859,859,858,852,852,849,849,849,848,848,25,25,25,25,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21
bc0,rewrite,refactor -z,resub,refactor -z,resub -z,rewrite -l,refactor -z,rewrite -z,resub -z,rewrite -z,resub,resub -z,rewrite -l,rewrite,refactor -z,resub -z,balance,rewrite -z,refactor,resub -z,1211,1049,942,922,902,875,872,862,857,852,850,850,850,850,848,842,839,834,830,829,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,19,19,19,19
bc0,refactor,resub,refactor -z,balance,refactor -z,rewrite -z,refactor -z,rewrite -l,resub,balance,resub -z,resub,balance,refactor,rewrite -l,resub -z,rewrite -z,refactor,rewrite -z,resub,1157,1035,997,957,945,899,890,866,839,838,833,833,833,832,825,822,821,821,819,807,25,25,23,21,21,21,20,20,20,19,19,19,19,19,19,19,19,19,19,19
bc0,balance,resub -z,rewrite -z,resub -z,rewrite -z,resub -z,rewrite -l,resub,rewrite -z,refactor,resub -z,refactor,refactor -z,rewrite -z,balance,rewrite -l,balance,resub -z,rewrite -z,balance,1421,1193,1131,1092,1068,1043,1035,1035,1034,984,965,949,921,895,889,887,887,875,872,872,28,28,24,24,23,23,23,23,23,21,21,21,20,20,19,19,19,19,19,19
bc0,rewrite,balance,resub -z,rewrite -l,refactor,rewrite,refactor,rewrite,rewrite -z,resub -z,rewrite,balance,refactor,rewrite,rewrite -z,rewrite,refactor,rewrite -z,resub -z,rewrite -z,1211,1192,1102,1089,1016,987,944,930,917,896,888,887,885,880,879,875,874,873,863,861,25,23,23,23,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20
bc0,refactor -z,rewrite -z,rewrite,refactor -z,rewrite -l,resub,balance,refactor,resub -z,rewrite,resub -z,rewrite -z,resub,balance,resub -z,refactor,resub,refactor,rewrite -z,rewrite,1148,1014,986,977,954,913,908,889,859,849,844,839,834,832,831,827,827,827,825,820,23,22,22,21,21,21,18,18,18,18,18,18,18,18,18,18,18,18,18,18
bc0,refactor,rewrite -l,rewrite,rewrite -l,resub,refactor -z,rewrite -l,resub -z,resub,refactor -z,resub -z,resub,rewrite,rewrite -z,refactor,rewrite -z,resub -z,resub,refactor -z,rewrite -l,1157,1018,1004,1004,944,907,873,864,864,860,851,850,845,840,839,832,824,823,821,818,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
bc0,balance,rewrite -l,refactor,rewrite -l,refactor -z,balance,refactor,rewrite,refactor,refactor -z,resub -z,rewrite,resub -z,refactor -z,rewrite -z,rewrite,resub,rewrite -z,resub,resub -z,1421,1215,1071,1002,985,975,963,944,944,942,895,888,886,886,877,873,863,860,848,848,28,24,23,22,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
bc0,rewrite -z,resub -z,rewrite -l,rewrite -z,refactor,resub -z,balance,refactor,balance,resub -z,rewrite,rewrite -l,refactor,resub,rewrite,balance,rewrite -z,refactor -z,rewrite,balance,1238,1120,1104,1084,1008,971,958,953,952,943,936,936,925,924,920,920,918,907,889,885,29,28,28,25,24,24,21,21,21,21,21,21,20,20,20,20,20,20,20,18
bc0,balance,rewrite -z,rewrite -l,rewrite -z,rewrite,refactor,rewrite -l,resub,rewrite -z,resub -z,resub,refactor -z,rewrite -z,refactor,balance,refactor,resub -z,rewrite,rewrite -l,refactor,1421,1225,1185,1151,1135,1036,1002,940,926,906,906,898,880,872,868,866,855,853,853,853,28,23,22,22,22,21,21,21,21,21,21,21,21,21,18,18,18,18,18,18
bc0,rewrite -z,rewrite,balance,rewrite -z,resub -z,rewrite -l,refactor -z,resub,refactor -z,rewrite -z,rewrite -l,rewrite -z,resub -z,refactor,refactor -z,rewrite -z,balance,rewrite -l,refactor,resub,1238,1192,1176,1150,1071,1057,993,959,949,938,929,929,914,898,894,887,883,881,876,866,29,29,22,22,22,22,22,22,22,22,22,22,22,22,21,21,20,20,20,20
bc0,rewrite -l,resub -z,rewrite -z,resub -z,rewrite -l,resub,rewrite -l,resub,rewrite -z,refactor -z,refactor,rewrite -z,resub -z,rewrite,resub,resub -z,refactor -z,balance,rewrite,refactor,1211,1108,1083,1063,1060,1059,1059,1059,1058,977,954,911,890,888,887,886,881,876,868,866,25,25,25,25,25,25,25,25,24,23,23,22,22,22,22,22,22,20,19,19
bc0,rewrite,resub -z,rewrite -l,refactor,rewrite -z,refactor -z,balance,refactor -z,balance,rewrite,resub -z,balance,rewrite -l,rewrite -z,refactor -z,rewrite,balance,refactor,rewrite -z,rewrite -l,1211,1108,1091,1018,967,920,904,901,893,872,858,857,856,854,854,851,849,847,842,841,25,25,25,23,23,22,20,20,20,20,20,20,20,20,20,20,19,19,19,19
bc0,resub -z,refactor,rewrite -z,rewrite,balance,resub,rewrite,refactor -z,rewrite -z,rewrite,refactor,resub -z,rewrite -l,refactor,resub -z,balance,resub,rewrite -z,refactor -z,resub,1267,1122,1016,1006,996,957,956,926,904,895,889,873,873,873,872,872,869,863,850,840,30,26,25,25,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19
bc0,balance,rewrite -l,rewrite,refactor -z,resub -z,rewrite,resub -z,rewrite,refactor,rewrite -l,rewrite,resub,rewrite -l,refactor,rewrite,resub -z,balance,rewrite -z,balance,resub -z,1421,1215,1194,1050,950,919,917,916,909,905,905,903,902,902,902,902,901,891,888,881,28,24,24,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,19,19
