design_name,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,AND1,AND2,AND3,AND4,AND5,AND6,AND7,AND8,AND9,AND10,AND11,AND12,AND13,AND14,AND15,AND16,AND17,AND18,AND19,AND20,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20
sasc,refactor -z,rewrite -z,rewrite,refactor -z,rewrite,refactor,rewrite -z,resub,resub -z,resub,refactor -z,rewrite,resub -z,rewrite -z,resub -z,balance,resub -z,rewrite -l,refactor -z,refactor,598,595,595,594,593,593,593,590,590,590,590,588,588,588,588,588,588,586,586,586,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9
sasc,refactor -z,refactor,resub -z,refactor,rewrite,balance,refactor -z,resub -z,refactor -z,rewrite,rewrite -z,rewrite -l,refactor -z,refactor,resub,rewrite -l,rewrite -z,refactor,resub -z,rewrite -z,598,594,592,592,592,592,592,592,592,591,590,587,586,586,585,584,583,583,582,582,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10
sasc,refactor -z,rewrite -z,refactor -z,resub,rewrite -z,rewrite,rewrite -l,resub -z,rewrite,resub,rewrite -l,rewrite -z,refactor,rewrite -l,rewrite,refactor,resub,refactor,rewrite -l,refactor -z,598,595,594,591,591,591,590,590,590,590,590,590,589,589,589,589,588,588,588,588,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,balance,resub,refactor -z,rewrite -l,balance,rewrite -z,rewrite -l,rewrite,rewrite -z,rewrite -l,rewrite,balance,refactor,resub -z,resub,refactor,resub,rewrite,resub,rewrite -z,613,605,596,590,589,588,585,585,585,585,585,585,584,584,584,584,584,584,584,584,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
sasc,refactor,resub,rewrite -l,refactor,rewrite -l,resub -z,refactor,rewrite -z,refactor,resub,refactor,rewrite -l,refactor -z,resub,rewrite -l,resub,refactor,rewrite -z,rewrite,refactor -z,601,595,593,591,591,591,591,591,590,590,590,590,590,590,589,589,587,585,585,585,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,refactor -z,rewrite,resub -z,refactor,rewrite,rewrite -l,rewrite,rewrite -z,refactor -z,resub -z,balance,refactor -z,rewrite -z,resub,refactor -z,resub,balance,refactor,rewrite -z,resub -z,598,595,592,592,592,591,591,591,591,590,590,590,590,590,589,589,589,589,589,589,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite,resub,rewrite,rewrite -l,rewrite -z,resub,resub -z,refactor -z,balance,rewrite,balance,resub,refactor -z,rewrite -z,resub,resub -z,rewrite -z,refactor,rewrite -l,rewrite,600,598,596,595,595,595,595,592,591,589,589,587,583,583,583,583,583,583,582,582,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10
sasc,balance,rewrite,rewrite -z,resub,resub -z,rewrite -z,resub,refactor -z,refactor,rewrite -z,rewrite,balance,rewrite -z,rewrite,resub,balance,refactor -z,rewrite,rewrite -z,resub,613,600,598,596,596,596,595,592,591,590,590,590,590,590,589,589,589,587,587,585,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
sasc,balance,rewrite -l,resub -z,resub,refactor -z,refactor,balance,rewrite -z,rewrite,rewrite -z,balance,refactor -z,rewrite,resub,rewrite,refactor -z,refactor,rewrite -l,resub,resub -z,613,599,597,597,592,591,591,591,591,591,591,591,590,588,588,588,588,586,585,585,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub,resub -z,refactor,refactor -z,rewrite,refactor -z,balance,resub -z,rewrite -z,resub,balance,resub -z,resub,rewrite,rewrite -z,refactor,refactor -z,rewrite,balance,refactor -z,605,605,599,592,590,590,590,589,589,588,588,588,588,588,588,588,588,587,587,587,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
sasc,rewrite,resub,balance,rewrite -z,rewrite -l,refactor,rewrite,rewrite -l,resub -z,rewrite -l,refactor,rewrite,rewrite -l,refactor,rewrite -z,rewrite,refactor,resub,rewrite -z,rewrite,600,598,598,596,595,592,592,592,591,591,590,590,590,590,590,590,590,589,589,589,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,balance,resub,resub -z,refactor,rewrite -z,balance,rewrite -l,balance,rewrite -z,resub,rewrite -z,resub -z,refactor,refactor -z,rewrite -z,refactor -z,rewrite -l,resub,refactor,resub -z,613,605,605,599,597,596,594,594,592,592,592,591,588,588,588,588,588,588,588,588,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,refactor,resub -z,rewrite,resub,rewrite,resub -z,balance,rewrite,refactor -z,refactor,rewrite,resub -z,rewrite,resub -z,rewrite -l,rewrite -z,resub -z,rewrite,rewrite -l,refactor -z,601,595,594,594,594,594,594,594,592,592,590,588,588,588,585,585,584,584,584,583,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10
sasc,rewrite -l,rewrite -z,resub -z,resub,refactor -z,refactor,rewrite -l,resub -z,refactor,refactor -z,rewrite -z,refactor,rewrite -l,rewrite,resub,rewrite,rewrite -l,resub,refactor,rewrite -z,599,597,595,595,592,591,590,589,587,585,585,585,584,584,584,584,584,584,584,584,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
sasc,rewrite -l,balance,refactor -z,balance,rewrite,refactor,resub,rewrite,refactor -z,rewrite -l,rewrite,refactor -z,rewrite,resub -z,rewrite -z,rewrite,resub -z,balance,resub,rewrite -l,599,599,594,593,592,591,587,586,586,586,586,586,585,584,584,584,584,584,584,583,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
sasc,resub,refactor -z,balance,resub -z,resub,refactor,balance,rewrite -l,refactor -z,resub,balance,resub -z,resub,rewrite -l,resub -z,resub,rewrite,balance,resub,rewrite,605,596,595,594,594,592,592,590,590,588,588,588,588,587,587,587,587,587,587,587,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub -z,resub,rewrite -l,resub,refactor -z,balance,rewrite -z,rewrite -l,resub,balance,rewrite -z,rewrite,balance,rewrite -l,rewrite -z,resub -z,refactor,resub -z,resub,refactor,605,605,597,597,592,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,resub,rewrite -l,resub -z,rewrite -z,rewrite,rewrite -z,rewrite,refactor,rewrite -l,rewrite,balance,resub,balance,rewrite,balance,rewrite -z,resub -z,balance,rewrite -l,599,597,595,595,595,595,595,595,592,592,592,591,591,591,590,590,590,589,589,589,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub,refactor,resub,refactor -z,balance,rewrite -l,balance,refactor,refactor -z,refactor,balance,refactor -z,balance,rewrite,resub,balance,rewrite,balance,rewrite -z,rewrite -l,605,599,595,592,592,590,590,590,590,589,589,588,588,587,587,587,587,587,587,585,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
sasc,refactor,rewrite -l,rewrite -z,rewrite -l,refactor -z,rewrite -l,rewrite -z,refactor -z,balance,refactor,refactor -z,rewrite -z,resub,rewrite -z,resub -z,rewrite -l,rewrite,resub,resub -z,balance,601,596,596,596,593,592,591,590,590,589,589,588,585,585,585,584,584,584,584,584,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10
sasc,refactor -z,refactor,resub,rewrite -z,rewrite,balance,rewrite,refactor,resub -z,rewrite,resub,rewrite -l,rewrite,refactor -z,balance,resub,refactor,rewrite -z,rewrite -l,refactor,598,594,592,592,592,592,592,592,592,592,592,591,591,590,590,590,590,590,590,589,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
sasc,refactor,balance,resub,rewrite,rewrite -z,resub,rewrite,rewrite -z,refactor -z,resub -z,rewrite -l,balance,refactor,balance,rewrite,resub,refactor,refactor -z,rewrite -z,rewrite -l,601,600,595,594,594,594,594,594,592,590,587,587,587,587,585,583,583,583,583,581,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10
sasc,resub -z,rewrite -l,resub,rewrite -l,resub,refactor -z,balance,refactor -z,balance,rewrite -z,balance,rewrite,resub,refactor,resub,balance,rewrite,rewrite -l,rewrite -z,refactor,605,597,597,595,595,592,591,591,591,591,591,591,591,591,591,591,591,591,591,590,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,balance,rewrite -z,rewrite,rewrite -l,resub -z,refactor -z,refactor,rewrite -z,rewrite,refactor,resub,refactor -z,resub -z,rewrite -l,refactor,rewrite -l,refactor -z,rewrite,resub,refactor -z,613,598,597,595,593,590,589,587,586,586,585,585,585,585,585,585,585,585,585,585,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub,rewrite -z,resub -z,rewrite,resub,rewrite -l,resub,rewrite -z,rewrite,refactor -z,rewrite -z,rewrite -l,resub,resub -z,refactor,rewrite,rewrite -l,resub -z,rewrite -l,resub,605,597,597,596,596,595,595,595,595,592,592,592,590,590,589,589,589,589,589,589,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub,rewrite -l,rewrite -z,resub -z,refactor,refactor -z,resub -z,refactor,resub,resub -z,refactor,resub -z,rewrite -z,refactor,resub -z,rewrite -z,refactor -z,rewrite -z,balance,refactor -z,605,597,595,595,592,590,590,590,590,590,590,590,590,589,589,589,589,589,589,589,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -z,resub -z,refactor -z,rewrite,resub -z,rewrite,balance,refactor,rewrite -z,resub -z,rewrite -z,rewrite -l,refactor,refactor -z,rewrite,rewrite -z,refactor,rewrite -z,balance,refactor -z,598,596,592,590,588,588,588,588,588,588,588,586,586,586,586,586,586,586,586,586,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,balance,resub,rewrite,resub,balance,refactor,refactor -z,rewrite,refactor -z,rewrite -l,refactor -z,rewrite -l,resub -z,rewrite -l,resub -z,refactor -z,resub -z,refactor -z,resub,599,599,597,595,595,595,593,591,589,588,585,585,585,585,585,585,585,585,585,585,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,refactor -z,rewrite -l,resub,rewrite -z,resub,resub -z,resub,resub -z,balance,rewrite -l,rewrite,resub -z,rewrite,resub,refactor -z,refactor,rewrite -z,resub -z,rewrite -l,refactor -z,598,594,591,591,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,rewrite,balance,rewrite -z,balance,rewrite -z,rewrite,resub -z,rewrite -z,rewrite -l,rewrite,balance,resub,refactor,rewrite -z,refactor,rewrite,rewrite -l,refactor -z,refactor,599,597,597,597,597,597,597,594,594,594,594,594,594,592,592,590,590,590,590,590,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,balance,rewrite -l,resub -z,refactor,balance,rewrite -z,resub,balance,rewrite -z,rewrite -l,resub,balance,refactor -z,refactor,rewrite,balance,refactor,resub,balance,refactor -z,613,599,597,593,592,592,592,592,592,592,591,591,590,590,587,586,586,584,584,584,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,balance,resub -z,refactor,resub,rewrite -l,rewrite -z,resub -z,refactor -z,resub,rewrite -l,rewrite -z,resub,refactor,rewrite -z,balance,rewrite -l,refactor,resub,refactor -z,599,599,597,593,592,592,592,592,591,590,589,588,587,586,586,586,585,585,585,585,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
sasc,resub -z,refactor -z,refactor,resub,rewrite,rewrite -l,rewrite -z,refactor,refactor -z,rewrite -l,rewrite,refactor -z,resub,rewrite,rewrite -z,rewrite -l,rewrite -z,resub,rewrite -l,refactor,605,596,592,592,590,586,585,583,583,582,582,582,582,582,582,582,582,582,582,582,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
sasc,refactor,resub -z,refactor,refactor -z,balance,resub,rewrite -l,refactor,balance,resub -z,rewrite,refactor -z,rewrite -l,rewrite -z,refactor -z,balance,rewrite,refactor,resub -z,refactor -z,601,595,592,592,592,592,590,590,590,589,588,587,587,587,587,587,586,586,585,585,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,balance,rewrite,refactor -z,balance,rewrite -l,rewrite,refactor -z,resub -z,rewrite -z,resub,rewrite -z,resub,rewrite,balance,resub -z,refactor,rewrite,resub,refactor -z,rewrite -l,613,600,595,594,592,591,590,587,587,586,586,585,585,585,585,585,585,585,585,584,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,resub -z,rewrite,resub -z,balance,rewrite -l,balance,rewrite -z,resub -z,refactor,resub,refactor -z,rewrite,rewrite -l,rewrite,balance,resub,resub -z,rewrite -l,resub,599,597,595,595,595,595,595,595,595,592,591,590,589,587,584,584,584,584,583,582,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10
sasc,rewrite,resub -z,refactor -z,rewrite,refactor -z,rewrite,rewrite -z,balance,rewrite -l,refactor,rewrite -l,resub,rewrite -l,rewrite -z,resub,rewrite -l,refactor -z,rewrite -z,balance,refactor -z,600,598,593,591,590,589,589,589,586,586,586,586,586,585,583,582,582,582,582,582,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10
sasc,balance,rewrite -z,rewrite,refactor,resub,rewrite,rewrite -z,refactor,resub -z,rewrite -z,resub,rewrite -l,refactor -z,refactor,resub,balance,refactor,resub,balance,resub -z,613,598,597,594,591,591,591,590,588,587,586,584,584,584,584,584,584,584,584,584,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
sasc,rewrite -z,rewrite -l,rewrite,resub,refactor,resub -z,resub,refactor,resub,rewrite -l,refactor,rewrite -z,rewrite -l,resub -z,refactor,resub,rewrite -l,balance,resub,refactor,598,595,595,593,590,589,589,588,588,588,588,587,586,585,585,585,585,585,585,585,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,refactor -z,refactor,rewrite -z,refactor -z,refactor,rewrite -l,refactor -z,resub,refactor -z,rewrite -l,rewrite -z,refactor -z,rewrite,resub -z,refactor,balance,resub,balance,rewrite -l,rewrite -z,598,594,594,594,594,592,592,589,589,589,588,586,585,585,585,585,585,585,583,583,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10
sasc,rewrite -l,resub -z,rewrite -z,rewrite,resub,balance,resub,refactor,rewrite,resub,balance,resub -z,refactor -z,balance,rewrite -z,refactor -z,rewrite -l,rewrite,rewrite -l,refactor,599,597,595,595,595,595,595,593,592,590,590,589,588,588,588,587,587,587,587,587,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub -z,rewrite -l,balance,rewrite,refactor -z,resub -z,rewrite -l,refactor -z,rewrite -z,balance,rewrite,refactor -z,balance,rewrite -l,resub,refactor,balance,rewrite,balance,resub,605,597,597,595,592,590,588,588,588,588,587,587,587,587,587,587,587,587,587,587,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,rewrite -l,refactor -z,resub,refactor,rewrite -z,rewrite,resub -z,resub,resub -z,rewrite -z,refactor,balance,rewrite,balance,rewrite -l,rewrite -z,refactor,balance,rewrite,resub,599,594,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,resub -z,refactor,resub -z,resub,refactor -z,balance,rewrite,resub -z,refactor -z,resub,rewrite -z,refactor -z,rewrite -l,refactor,rewrite -z,resub,refactor,balance,refactor -z,rewrite,605,599,595,595,592,592,591,590,590,590,590,590,586,586,585,583,583,583,583,583,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
sasc,rewrite -l,resub,rewrite,refactor -z,resub -z,rewrite,refactor -z,rewrite,resub,balance,rewrite -z,refactor -z,resub -z,balance,refactor,refactor -z,rewrite -z,rewrite,rewrite -z,refactor,599,597,595,592,590,588,588,588,588,588,588,588,587,587,587,587,586,586,586,586,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
sasc,refactor -z,balance,rewrite -z,rewrite,resub,rewrite -z,resub,refactor -z,resub,refactor -z,rewrite -l,balance,resub,resub -z,rewrite -z,refactor,resub -z,rewrite -l,rewrite,rewrite -l,598,597,594,594,593,593,592,592,592,592,588,588,586,586,586,586,585,584,584,584,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10
sasc,balance,rewrite -l,rewrite -z,balance,resub,rewrite,balance,resub,rewrite -l,resub -z,balance,rewrite -l,rewrite -z,resub -z,refactor,refactor -z,rewrite,refactor,resub,rewrite -z,613,599,597,597,595,594,594,592,592,592,592,592,592,592,589,587,587,587,586,586,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
