design_name,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,AND1,AND2,AND3,AND4,AND5,AND6,AND7,AND8,AND9,AND10,AND11,AND12,AND13,AND14,AND15,AND16,AND17,AND18,AND19,AND20,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20
max,balance,resub,refactor -z,balance,rewrite -z,balance,resub -z,refactor -z,balance,rewrite -l,rewrite -z,rewrite,rewrite -l,refactor -z,rewrite -l,resub -z,resub,refactor -z,rewrite,refactor -z,2865,2865,2865,2865,2835,2835,2835,2835,2835,2835,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,229,229,214,210,210,200,200,198,198,198,198,198,198,195,195,195,195,195,195,195
max,rewrite,refactor -z,refactor,resub,rewrite -z,rewrite -l,refactor,rewrite,rewrite -l,rewrite,rewrite -z,rewrite -l,resub,resub -z,refactor -z,refactor,balance,resub -z,rewrite -z,refactor -z,2865,2865,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2857,2856,2856,2856,2854,2854,287,234,234,234,234,234,234,234,234,234,234,234,234,234,216,216,188,188,188,184
max,resub -z,rewrite -z,rewrite -l,resub,rewrite -l,resub -z,resub,rewrite -l,rewrite -z,balance,refactor -z,rewrite -z,resub,resub -z,refactor,balance,resub -z,rewrite -z,refactor -z,rewrite,2865,2864,2863,2863,2863,2863,2863,2863,2861,2861,2861,2838,2838,2838,2838,2838,2838,2838,2838,2832,287,287,287,287,287,287,287,287,287,209,205,205,205,205,205,200,200,200,189,189
max,rewrite,refactor -z,rewrite -l,rewrite,rewrite -l,refactor,resub -z,resub,resub -z,balance,refactor,refactor -z,refactor,rewrite -z,resub -z,rewrite -l,balance,refactor -z,rewrite -l,rewrite,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2832,2832,2832,2832,2832,2832,2832,287,234,234,234,234,234,234,234,234,210,210,207,207,207,207,207,198,197,197,197
max,rewrite -z,refactor,refactor -z,rewrite,balance,rewrite,balance,rewrite,balance,refactor,rewrite -z,resub,balance,rewrite -z,refactor -z,rewrite -z,refactor,rewrite,refactor -z,rewrite -z,2864,2852,2852,2850,2850,2849,2849,2849,2849,2849,2848,2848,2848,2846,2846,2826,2826,2826,2826,2826,287,287,250,250,224,224,224,224,224,224,224,224,216,216,213,213,213,213,211,211
max,rewrite,refactor -z,rewrite -l,rewrite,resub,refactor -z,resub -z,rewrite -l,refactor -z,rewrite,balance,rewrite -l,resub -z,refactor -z,balance,rewrite -z,resub,rewrite -z,balance,rewrite -l,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2838,2838,2836,2836,2836,287,234,234,234,234,231,231,231,229,229,205,205,205,205,203,203,203,203,192,192
max,resub -z,refactor,rewrite -z,resub -z,refactor -z,rewrite -z,refactor,rewrite -l,rewrite -z,refactor -z,resub,refactor,resub,balance,rewrite -z,refactor -z,resub -z,rewrite -z,resub,resub -z,2865,2865,2864,2864,2862,2860,2859,2858,2858,2858,2858,2857,2857,2857,2851,2851,2851,2834,2834,2834,287,287,287,287,243,243,243,243,243,220,220,220,220,197,197,191,191,191,191,191
max,rewrite,rewrite -l,balance,refactor -z,resub,resub -z,refactor,resub,rewrite -l,rewrite -z,refactor,refactor -z,resub,rewrite -z,refactor,resub,refactor,rewrite,refactor,balance,2865,2865,2865,2865,2865,2865,2865,2865,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,287,287,229,214,214,214,214,214,214,214,214,208,208,208,208,208,208,208,208,198
max,balance,resub,refactor -z,rewrite,resub -z,refactor -z,resub -z,rewrite -l,resub -z,rewrite -l,resub -z,rewrite -l,resub -z,balance,resub,balance,refactor,rewrite,resub,resub -z,2865,2865,2865,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,229,229,214,214,214,211,211,211,211,211,211,211,211,207,207,207,207,207,207,207
max,resub,refactor,rewrite -l,refactor,rewrite -z,rewrite -l,balance,resub,refactor -z,resub -z,rewrite,rewrite -l,refactor -z,resub -z,refactor -z,rewrite,refactor -z,rewrite -l,resub -z,rewrite -z,2865,2865,2865,2865,2864,2863,2863,2863,2863,2861,2835,2835,2835,2835,2835,2835,2835,2835,2835,2834,287,287,287,287,287,287,217,217,210,210,210,210,208,208,207,207,206,206,206,206
max,balance,rewrite,rewrite -l,rewrite -z,refactor,rewrite -z,resub,refactor -z,rewrite -l,rewrite,refactor -z,refactor,rewrite -l,refactor,balance,rewrite -z,balance,resub,rewrite,rewrite -l,2865,2865,2865,2865,2865,2862,2862,2862,2833,2833,2833,2833,2831,2831,2831,2830,2829,2829,2829,2829,229,229,229,229,229,229,229,213,213,213,212,212,212,212,202,202,196,196,196,196
max,resub,refactor,rewrite,resub -z,resub,rewrite -l,balance,rewrite,rewrite -l,rewrite,resub,rewrite -l,resub,rewrite -l,refactor,refactor -z,resub -z,refactor -z,resub,rewrite -l,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2835,287,287,287,287,287,287,229,229,229,229,229,229,229,229,229,214,214,211,211,211
max,balance,rewrite -z,rewrite -l,refactor,resub,refactor,rewrite -z,resub,resub -z,rewrite -z,balance,refactor,resub,refactor,balance,resub,rewrite -l,rewrite,balance,rewrite -l,2865,2864,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,229,229,229,229,229,229,229,229,229,229,209,209,209,209,209,209,209,209,209,209
max,resub -z,rewrite -l,rewrite -z,refactor -z,rewrite -z,refactor,rewrite -z,refactor,refactor -z,refactor,balance,rewrite -z,refactor,rewrite -l,refactor,rewrite -z,refactor -z,resub -z,refactor,resub,2865,2865,2864,2862,2860,2859,2859,2859,2859,2858,2858,2851,2851,2831,2831,2831,2831,2831,2831,2831,287,287,287,243,243,243,243,243,220,220,197,197,197,197,197,197,192,192,192,192
max,balance,resub -z,refactor -z,rewrite -z,refactor -z,rewrite,resub -z,balance,resub -z,refactor,rewrite,resub,rewrite,balance,resub -z,refactor -z,rewrite -l,balance,rewrite -z,refactor,2865,2865,2865,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2834,2834,229,229,214,214,205,205,205,195,195,195,195,195,195,195,195,195,195,195,195,195
max,rewrite,rewrite -l,resub -z,refactor,resub -z,rewrite -l,rewrite,refactor -z,refactor,rewrite -l,refactor -z,resub -z,rewrite,resub,rewrite,rewrite -l,refactor -z,rewrite -l,resub -z,rewrite -z,2865,2865,2865,2865,2865,2865,2865,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,287,287,287,287,287,287,287,234,234,234,231,231,231,231,231,231,229,229,229,229
max,refactor -z,resub,balance,refactor -z,resub,refactor,refactor -z,rewrite -l,rewrite,resub,rewrite -z,resub -z,refactor -z,resub -z,refactor,rewrite,rewrite -l,balance,resub -z,refactor,2865,2865,2865,2865,2865,2865,2865,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,234,234,210,207,207,207,205,205,205,205,205,205,201,201,201,201,201,192,192,192
max,refactor -z,balance,refactor,balance,rewrite,resub,refactor -z,rewrite -z,refactor,resub,resub -z,rewrite -z,rewrite,rewrite -l,refactor,rewrite -l,balance,rewrite -z,refactor,resub -z,2865,2865,2865,2865,2865,2865,2865,2838,2838,2838,2838,2838,2837,2837,2836,2836,2836,2834,2834,2834,234,210,210,210,210,210,207,207,207,207,207,207,207,207,207,207,190,190,190,190
max,balance,rewrite -l,resub,rewrite -z,refactor -z,rewrite -z,refactor -z,rewrite -l,balance,rewrite,rewrite -l,balance,rewrite -z,resub -z,rewrite -l,refactor,rewrite -l,balance,rewrite,refactor -z,2865,2865,2865,2865,2865,2837,2837,2837,2837,2837,2837,2837,2836,2836,2832,2831,2831,2830,2830,2830,229,229,229,229,217,217,216,216,206,206,206,206,206,206,206,206,206,202,202,202
max,refactor -z,refactor,resub,rewrite,refactor -z,rewrite -l,refactor -z,rewrite -z,balance,rewrite -z,rewrite,balance,refactor,balance,resub,refactor -z,rewrite -z,refactor -z,resub,resub -z,2865,2865,2865,2859,2859,2859,2859,2859,2859,2858,2831,2831,2831,2831,2831,2831,2827,2827,2827,2827,234,234,234,234,231,231,229,229,200,200,200,193,193,193,193,192,192,184,184,184
max,refactor,refactor -z,resub,rewrite -l,rewrite,resub -z,balance,rewrite,resub -z,rewrite,refactor -z,refactor,balance,refactor -z,refactor,rewrite -z,resub -z,rewrite -z,refactor,rewrite,2865,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2832,2832,2832,2832,2832,287,234,234,234,234,234,210,210,210,210,207,207,207,205,205,205,205,205,205,205
max,rewrite -z,rewrite,rewrite -z,refactor,rewrite -l,resub,rewrite,refactor,rewrite -l,refactor -z,rewrite,refactor,balance,rewrite -l,resub,rewrite -l,resub,refactor,refactor -z,rewrite,2864,2863,2861,2851,2851,2851,2851,2851,2851,2851,2837,2837,2837,2835,2835,2835,2835,2835,2835,2821,287,287,287,285,285,285,285,285,285,245,245,245,214,214,214,214,214,214,213,213
max,resub,rewrite -l,rewrite,rewrite -l,resub -z,balance,rewrite -l,resub,rewrite -z,refactor -z,balance,refactor -z,refactor,rewrite -l,refactor -z,rewrite -l,rewrite,resub,rewrite -z,rewrite,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2865,2864,2830,2830,2830,2830,2830,2829,2829,287,287,287,287,287,229,229,229,229,217,208,206,206,206,205,205,205,205,205,205
max,resub,rewrite -l,refactor -z,refactor,rewrite,resub,resub -z,refactor,rewrite -z,rewrite,rewrite -z,rewrite,refactor -z,rewrite -l,refactor -z,refactor,resub,refactor -z,balance,resub,2865,2865,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2857,2855,2854,2854,2854,2854,2854,2854,287,287,234,234,234,234,234,234,234,234,234,234,216,216,214,214,214,214,186,186
max,refactor,resub,balance,refactor,balance,resub -z,rewrite -z,balance,rewrite,refactor,rewrite -z,balance,resub,rewrite -l,rewrite,balance,rewrite,refactor,resub -z,resub,2865,2865,2865,2865,2865,2865,2865,2865,2862,2862,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,287,287,229,229,229,229,229,217,217,217,217,209,209,209,209,209,209,209,209,209
max,rewrite -l,balance,rewrite,refactor -z,resub,refactor,rewrite,resub,rewrite -z,rewrite,refactor -z,resub,refactor -z,resub -z,rewrite -l,resub -z,balance,refactor,balance,rewrite,2865,2865,2865,2865,2865,2865,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,287,229,229,214,214,214,214,214,214,214,208,208,207,207,207,207,199,199,199,199
max,resub,rewrite -z,rewrite,balance,rewrite -l,rewrite -z,rewrite,rewrite -z,rewrite -l,rewrite,balance,resub -z,rewrite -l,balance,refactor -z,rewrite -z,balance,resub -z,resub,refactor,2865,2864,2863,2863,2861,2860,2854,2854,2854,2854,2854,2854,2854,2854,2854,2832,2832,2832,2832,2832,287,287,287,217,217,217,217,217,217,217,207,207,207,207,204,204,198,198,198,198
max,rewrite -l,refactor,refactor -z,rewrite,refactor,rewrite -z,refactor -z,resub,resub -z,resub,rewrite,refactor,resub -z,rewrite -z,balance,rewrite,balance,rewrite -z,rewrite,resub,2865,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2857,2846,2846,287,287,234,234,234,234,227,227,227,227,227,227,227,227,194,194,194,194,194,194
max,rewrite -z,resub -z,refactor -z,refactor,rewrite -l,balance,refactor -z,rewrite -l,refactor,rewrite,resub -z,rewrite -z,rewrite -l,resub -z,refactor -z,refactor,rewrite -z,refactor -z,refactor,rewrite -z,2864,2864,2862,2862,2860,2860,2860,2831,2831,2831,2831,2830,2830,2830,2830,2830,2828,2827,2827,2826,287,287,243,243,243,210,208,208,208,208,208,208,208,208,204,204,204,202,202,202
max,rewrite,rewrite -l,balance,refactor,resub -z,rewrite -l,rewrite -z,resub,balance,rewrite,rewrite -z,rewrite -l,balance,refactor -z,resub,rewrite -l,resub -z,resub,rewrite,resub -z,2865,2865,2865,2865,2865,2865,2865,2865,2865,2862,2861,2834,2834,2834,2834,2834,2834,2834,2834,2834,287,287,229,229,229,229,229,229,217,217,217,217,209,205,205,205,205,205,205,205
max,rewrite -z,refactor -z,rewrite -z,refactor -z,resub -z,rewrite -z,resub,rewrite -z,resub -z,resub,refactor,resub,rewrite -l,balance,refactor -z,resub,refactor -z,refactor,resub,balance,2864,2862,2860,2860,2859,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,2855,287,243,243,222,222,222,222,222,222,222,222,222,222,203,202,202,202,202,202,198
max,rewrite,refactor -z,rewrite,refactor -z,balance,rewrite,balance,rewrite,rewrite -l,refactor,rewrite -z,refactor,resub -z,rewrite -z,refactor,rewrite,rewrite -z,resub -z,refactor,rewrite -l,2865,2865,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2859,2857,2857,2857,2857,2857,2857,2857,287,234,234,231,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
max,rewrite -z,balance,resub,refactor,rewrite,resub,refactor,balance,resub -z,refactor -z,balance,refactor -z,rewrite,resub,rewrite,resub -z,resub,rewrite -l,resub -z,rewrite -l,2864,2864,2864,2864,2862,2862,2862,2862,2862,2862,2862,2862,2835,2835,2835,2835,2835,2835,2835,2835,287,217,217,217,217,217,217,217,217,210,208,206,206,206,206,206,206,206,206,206
